Age,Gender,City,Position,Years of experience,Years of experience in Germany,Level,Main technology,Other technologies,Yearly salary,Yearly bonus + stocks,Yearly salary one year ago,Vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?
30.0,Male,Berlin,Backend Developer,4,2,Middle,Python,Python,58000.0,0,55000.0,24,Full-time employee,Unlimited contract,English,101-1000,Product,No
35.0,Male,Berlin,Software Engineer,12,6,Middle,Kotlin,"Python, Ruby, Java / Scala, AWS",75000.0,95000,74000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Cologne,Software Engineer,5,1,Middle,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",50000.0,50000,50000.0,25,Full-time employee,Unlimited contract,Russian,101-1000,Product,No
42.0,Male,Berlin,Backend Developer,19,3,Senior,PHP,"Kotlin, SQL, Kubernetes, Docker",66000.0,4000,65000.0,26,Full-time employee,Unlimited contract,English,101-1000,Product,No
34.0,Male,Berlin,Backend Developer,14,4,Senior,Kotlin,"Java / Scala, SQL, AWS, Kubernetes, Docker",95000.0,125000,90000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,Software Engineer,4,4,Senior,Python,"Python, Javascript / Typescript, AWS, Docker",68000.0,0,64000.0,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No
32.0,Male,Berlin,Software Engineer,13,5,Lead,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",83000.0,3000,80000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Prefer not to say,ML Engineer,6,6,Senior,Python,"Python, R, Docker",110000.0,25000,65000.0,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No
26.0,Male,Munich,Software Engineer,6,2,Senior,TypeScript,"AWS, Docker",93000.0,10000,80000.0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No
34.0,Male,Munich,Data Scientist,10,10,Senior,Python,"R, SQL, AWS, Docker",85000.0,20000,62500.0,28,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No
38.0,Male,Berlin,Data Scientist,10,9,Senior,Python,Python,87550.0,0,85000.0,30,Full-time employee,Unlimited contract,German,101-1000,Product,No
31.0,Male,Berlin,Backend Developer,9,1,Senior,NodeJS/TS,Javascript / Typescript,65000.0,5000,65000.0,27,Full-time employee,Unlimited contract,English,51-100,Startup,No
25.0,Male,Hamburg,ML Engineer,2,2,Middle,Python,.NET,60000.0,65000,48000.0,28,Full-time employee,Unlimited contract,German,11-50,Product,No
35.0,Male,Munich,Software Engineer,14,1,Senior,C++,"Python, C/C++",98000.0,28000,90000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
37.0,Male,Berlin,Software Engineer,12,6,Middle,PHP,"PHP, SQL, Docker",65000.0,31500,65000.0,26,Full-time employee,Unlimited contract,English,1000+,Product,No
32.0,Male,Hamburg,ML Engineer,4,1.5,Middle,"Python, Whole Apache Data Science Stack, AWS","Javascript / Typescript, SQL, AWS, Docker",37500.0,0,34000.0,24,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No
36.0,Male,Berlin,Staff Engineer,15,4,Lead,Go,"PHP, AWS, Kubernetes, Docker",85000.0,3000,80000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
32.0,Male,Berlin,Designer (UI/UX),5,10,Senior,Java,"Python, PHP, Javascript / Typescript, SQL",70000.0,5000,65000.0,24,Self-employed (freelancer),Unlimited contract,German,up to 10,Startup,No
33.0,Male,Berlin,Head of IT,3,3,Head,Python,"Python, Javascript / Typescript, Docker",100000.0,20000,65000.0,32,Full-time employee,Unlimited contract,German,51-100,Product,yes but found a new one with better pay / perks
35.0,Male,Berlin,Backend Developer,13,5,Senior,PHP,"PHP, SQL, Go, AWS, Docker",68000.0,0,68000.0,26,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Hamburg,Data Scientist,5,5,Middle,Python,"Python, C/C++, SQL, AWS",55000.0,60000,55000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
33.0,Male,Munich,Software Engineer,5,5,Senior,Embedded C++,"Python, C/C++",61000.0,63000,58000.0,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
31.0,Male,Berlin,Data Engineer,4,2,Middle,Python,"Python, SQL, AWS, Docker",50000.0,0,45000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
32.0,Male,Munich,Software Engineer,10,3,Lead,Swift,Java / Scala,75000.0,5000,75000.0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No
35.0,Male,Frankfurt,Software Engineer,10,1,Senior,Java,"Python, .NET, Java / Scala, SQL, Kubernetes, Docker",60000.0,5000,60000.0,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No
27.0,Male,Munich,Software Engineer,2,5,Junior,Java,Javascript / Typescript,68000.0,2000,60000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
38.0,Male,Berlin,Full-Stack Developer,1,1,Junior,Javascript/Typescript,AWS,45500.0,45500,40000.0,28,Full-time employee,Unlimited contract,English,51-100,Startup,No
34.0,Male,Munich,DevOps,12,2,Middle,Java,"Python, SQL, Perl",72000.0,8000,72000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
35.0,Male,Darmstadt,Data Scientist,4,4,Senior,Python,"Javascript / Typescript, Java / Scala, Docker",67000.0,5000,60000.0,30,Full-time employee,Unlimited contract,English,51-100,Product,No
35.0,Male,Duesseldorf,DevOps,17,5,Senior,Linux,"SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",85000.0,2000,68000.0,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
29.0,Male,Berlin,DevOps,7,3,Senior,"Kuberenetes, Openstack","Python, Go, Kubernetes, Docker, Openstack",82000.0,0,78000.0,28,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No
35.0,Male,Berlin,Software Engineer,15,4,Senior,Java,Kotlin,85000.0,10000,80000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
34.0,Male,Cologne,CTO,14,2,Lead,C#,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",84000.0,92000,72000.0,21,Full-time employee,Unlimited contract,English,11-50,Product,No
42.0,Male,Hamburg,Data Scientist,2,2,Senior,Python,"Python, SQL, Google Cloud",80000.0,7000,65000.0,30,Full-time employee,Unlimited contract,German,1000+,Old industry,No
43.0,Male,Munich,Product Manager,18,9,Lead,.NET,Kotlin,115000.0,6000,115000.0,25,Full-time employee,Unlimited contract,English,1000+,Product,No
41.0,Male,Munich,Software Engineer,15,15,Senior,Kotlin,"Python, Java / Scala, SQL, AWS",99000.0,1200,99000.0,39,Full-time employee,Unlimited contract,German,1000+,Product,No
33.0,Male,Berlin,Backend Developer,8,6,Lead,NodeJS,"Python, Javascript / Typescript, SQL, AWS, Azure, Kubernetes, Docker",90000.0,20000,85000.0,25,Full-time employee,Unlimited contract,English,101-1000,Product,No
28.0,Male,Berlin,ML Engineer,5,3,Middle,"Python, Pytorch","Python, AWS, Google Cloud, Docker",54000.0,10000,52000.0,27,Full-time employee,Unlimited contract,English,up to 10,Startup,No
28.0,Male,Brussels,Robotics Engineer,3,0,Middle,C++,"Python, C/C++, Javascript / Typescript, Docker",45000.0,0,45000.0,25,Full-time employee,Unlimited contract,English,up to 10,Startup,No
26.0,Male,Stockholm,ML Engineer,2.5,0,Middle,Python/NLP,"Python, AWS, Google Cloud, Kubernetes, Docker",60000.0,60000,37500.0,30,Full-time employee,Unlimited contract,English,1000+,Product,Yes
39.0,Male,Berlin,Software Engineer,15,4,Lead,Java,"Java / Scala, Google Cloud, Kubernetes",75000.0,75000,65000.0,24,Full-time employee,Unlimited contract,English,51-100,Startup,No
32.0,Male,Copenhagen,Data Scientist,6,6,Senior,Python,"Python, Azure",92000.0,5000,90000.0,25,Full-time employee,Unlimited contract,English,up to 10,Startup,No
56.0,Male,Munich,Software Engineer,30,19,Lead,C++,"Python, C/C++, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",110000.0,110000,90000.0,25,Full-time employee,Unlimited contract,English,51-100,Product,No
30.0,Male,Berlin,Data Scientist,4.5,2.5,Middle,Python,"Python, SQL, AWS, Docker",60000.0,10000,60000.0,24,Full-time employee,Unlimited contract,English,51-100,Startup,No
27.0,Male,Munich,QA Engineer,6,4,Middle,Python,"Python, C/C++, Docker",70000.0,75000,67000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
27.0,Male,Berlin,Data Engineer,0,0,Junior,Python,"Python, SQL, Azure, Docker",40000.0,0,34000.0,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No
32.0,Male,Berlin,Software Engineer,11,1,Senior,Scala,"Ruby, Java / Scala, AWS, Kubernetes, Docker",72500.0,10000,70000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Berlin,Backend Developer,9,5,Senior,Scala,"Java / Scala, AWS, Kubernetes",85000.0,90000,82000.0,24,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Stuttgart,Mobile Developer,16,4,Lead,Java,"Kotlin, Java / Scala, SQL, AWS, Docker",62500.0,0,59500.0,32,Full-time employee,Unlimited contract,English,51-100,Product,No
33.0,Male,Berlin,Engineering Manager,15,4,Lead,Java,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",85000.0,15000,80000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
32.0,Male,Munich,Software Engineer,13,7,Middle,Java,"Javascript / Typescript, SQL, AWS, Docker",95000.0,35000,79000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
34.0,Male,Berlin,Backend Developer,12,4,Senior,Kotlin,"Go, Rust, Kubernetes",75000.0,7500,72000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
54.0,Male,Munich,Software Engineer,25,15,Middle,Python,"Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",75000.0,5000,80000.0,29,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
28.0,Male,Sevilla,DatabEngineer,4,0,Middle,GCP,"Python, Java / Scala, R, SQL, Google Cloud",30000.0,0,30000.0,24,Full-time employee,Unlimited contract,Spanish,51-100,Consulting / Agency,No
38.0,Male,Berlin,Data Scientist,6,3,Lead,Python,"R, AWS",110000.0,70000,110000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Berlin,Software Engineer,15,6,Senior,PHP,"Kotlin, AWS, Kubernetes, Docker",70000.0,2000,67000.0,26,Full-time employee,Unlimited contract,English,101-1000,Product,No
36.0,Male,Munich,Software Engineer,15,1,Senior,PL/SQL,SQL,68000.0,3000,68000.0,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
33.0,Male,Munich,Frontend Developer,10,6,Senior,JavaScript,"Python, Javascript / Typescript",100000.0,5000,90000.0,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No
36.0,Male,Amsterdam,Mobile Developer,14,8,Senior,Swift,"Kotlin, Javascript / Typescript, AWS",75000.0,0,75000.0,20,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
36.0,Male,Regensburg,Software Engineer,10,10,Middle,C#,"Javascript / Typescript, .NET, SQL",66000.0,6000,58000.0,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,No
37.0,Male,Munich,DevOps,17,1,Senior,AWS,"AWS, Azure",90000.0,0,85000.0,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
30.0,Male,Berlin,Consultant,3,3,Middle,Java,"Python, R, SQL, Kubernetes, Docker",58000.0,0,42000.0,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No
30.0,Male,Berlin,Software Engineer,11,1,Senior,Java / Scala,"Kotlin, Java / Scala, Clojure, Rust, AWS, Kubernetes, Docker",90000.0,90000,80000.0,29,Full-time employee,Unlimited contract,English,1000+,Product,No
27.0,Male,Krakow,QA Engineer,5,1,Senior,Java,Python,35000.0,0,35000.0,28,Full-time employee,Temporary contract,English,101-1000,Product,No
35.0,Male,Ingolstadt,Backend Developer,10,4,Lead,Magento,PHP,65000.0,0,60000.0,25,Full-time employee,Unlimited contract,English,11-50,Startup,No
29.0,Male,Berlin,Software Engineer,9,5,Senior,C++,"Python, C/C++, Rust, AWS, Kubernetes, Docker",73000.0,16000,73000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,Backend Developer,4,2,Middle,Ruby on Rails,Javascript / Typescript,50000.0,0,50000.0,25,Full-time employee,Unlimited contract,English,11-50,Product,No
36.0,Male,Berlin,Mobile Developer,10,10,Middle,Android,Kotlin,68000.0,2000,65000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
29.0,Male,Munich,Data Scientist,6,5,Middle,SQL,Python,70000.0,30000,60000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Munich,Software Engineer,8,1,Senior,PHP,"Javascript / Typescript, SQL, Docker",68000.0,1500,65000.0,26,Full-time employee,Unlimited contract,English,51-100,Product,No
29.0,Male,Berlin,Backend Developer,5,5,Senior,Go,"Go, Google Cloud, Kubernetes, Docker",75000.0,0,70000.0,25,Full-time employee,Unlimited contract,English,101-1000,Product,No
34.0,Male,Berlin,Software Engineer,14,4,Lead,Java,"Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",95000.0,5000,92000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
34.0,Male,Prague,Backend Developer,14,0,Lead,C#,"Javascript / Typescript, .NET, Azure, Kubernetes, Docker",90000.0,40000,70000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Munich,Software Engineer,12,5,Lead,Python,"Javascript / Typescript, SQL, AWS, Docker",100000.0,10000,85000.0,30,Full-time employee,Unlimited contract,English,51-100,Product,No
44.0,Male,Munich,Software Architekt,20,20,Head,Java Backend,"Java / Scala, SQL, Docker",95000.0,15000,95000.0,30,Full-time employee,Unlimited contract,German,101-1000,Product,Yes
34.0,Male,Ingolstadt ,Software Engineer,3.5,3.5,Junior,C++,"Python, C/C++, Docker",55000.0,55000,53000.0,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No
31.0,Male,Munich,Backend Developer,10,7,Senior,Ruby on Rails,"Python, Kotlin, Ruby, AWS, Docker",85000.0,85000,80000.0,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No
24.0,Male,Berlin,Frontend Developer,5,2,Senior,TypeScript,Javascript / Typescript,68250.0,0,65000.0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No
28.0,Male,Munich,Software Engineer,7,3,Middle,Java,"Kotlin, Java / Scala, Go, AWS, Kubernetes, Docker",63000.0,4000,63000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
39.0,Male,Berlin,QA Engineer,7,5,Senior,Java,"Kotlin, Google Cloud",76000.0,3000,65000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,Yes
37.0,Male,Berlin,Mobile Developer,15,5,Senior,Android,Kotlin,84700.0,1000,83000.0,29,Full-time employee,Unlimited contract,English,101-1000,Product,No
32.0,Male,Munich,Software Engineer,10,5,Head,Scala,"Javascript / Typescript, Java / Scala, SQL, Go, AWS, Docker",95000.0,0,80000.0,24,Full-time employee,Unlimited contract,English,11-50,Startup,No
31.0,Male,Berlin,Backend Developer,9,5,Senior,Java,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",70000.0,72000,70000.0,26,Full-time employee,Unlimited contract,English,51-100,Product,Yes
39.0,Male,Munich,IT Operations Manager,15,2,Lead,PHP,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, AWS, Docker, Networking, Data Center",110000.0,0,90000.0,28,Full-time employee,Unlimited contract,English,101-1000,E-commerce,No
26.0,Male,Saarbrücken,Frontend Developer,7,7,Middle,JavaScript,"Javascript / Typescript, Docker, HTML, CSS; Adobe XD",38350.0,40950,33800.0,27,Full-time employee,Unlimited contract,German,101-1000,Product,No
26.0,Male,Berlin,DevOps,2,2,Middle,yaml,"Python, AWS, Kubernetes, Docker, terraform, ansible",65000.0,6500,40000.0,30,Full-time employee,Unlimited contract,English,51-100,Startup,No
