Preço;Condomínio;Tamanho;Quartos;Banheiros;Suítes;Vagas;Elevador;Mobiliado;Piscina;Novo;Distrito;Negociação;Latitude;Longitude;Região;Classe;Preço_m2
1700;500;53;3;1;0;1;1;0;0;0;Brasilândia;Aluguel;-23.4700828;-46.6922607;Norte;Popular;32.08
1000;460;49;2;1;0;1;0;0;0;0;Brasilândia;Aluguel;-23.4717082;-46.6876799;Norte;Popular;20.41
1050;320;50;2;1;0;1;0;0;0;0;Brasilândia;Aluguel;-23.4625694;-46.7018006;Norte;Popular;21.0
700;0;40;1;1;0;0;0;0;0;0;Brasilândia;Aluguel;-23.4699026;-46.6866674;Norte;Popular;17.5
1000;350;50;2;1;0;1;0;0;0;0;Brasilândia;Aluguel;-23.473337;-46.6859299;Norte;Popular;20.0
750;90;70;2;2;1;1;0;0;0;0;Brasilândia;Aluguel;0.0;0.0;Norte;Popular;10.71
1800;728;53;2;1;0;1;1;0;0;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;33.96
2200;950;96;3;2;1;2;0;0;1;0;Butantã;Aluguel;-23.5702056;-46.7447349;Oeste;Popular;22.92
1000;525;50;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5562038422;-46.7505264282;Oeste;Popular;20.0
1290;650;68;2;1;0;1;0;0;1;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;18.97
1200;446;59;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5002428;-46.6276118;Oeste;Popular;20.34
1380;550;60;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5831304;-46.762885;Oeste;Popular;23.0
1100;700;72;3;2;1;2;0;0;0;0;Butantã;Aluguel;-21.8577415;-51.9763575;Oeste;Popular;15.28
1200;450;55;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5513811;-46.7471249;Oeste;Popular;21.82
1950;650;77;2;2;1;2;0;0;0;0;Butantã;Aluguel;-23.5851635;-46.7414046;Oeste;Popular;25.32
1700;764;78;3;2;1;2;0;0;1;0;Butantã;Aluguel;-23.5835591;-46.7501039;Oeste;Popular;21.79
1300;600;52;2;1;0;1;0;1;0;0;Butantã;Aluguel;-23.5859942;-46.7401001;Oeste;Popular;25.0
1900;750;76;3;2;1;2;1;0;0;0;Butantã;Aluguel;-23.5845412;-46.7344439;Oeste;Popular;25.0
2100;750;68;3;2;1;1;0;1;0;0;Butantã;Aluguel;-23.568451;-46.7433913;Oeste;Popular;30.88
1400;720;75;3;2;0;1;0;1;0;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;18.67
1400;560;60;2;1;0;1;0;1;1;0;Butantã;Aluguel;-23.5831254;-46.7628127;Oeste;Popular;23.33
1210;370;49;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.580896;-46.773719;Oeste;Popular;24.69
1800;400;65;2;2;1;1;0;0;1;0;Butantã;Aluguel;-23.564426;-46.7514838;Oeste;Popular;27.69
1200;669;56;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5658143;-46.7473709;Oeste;Popular;21.43
1300;400;65;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5865286;-46.7659767;Oeste;Popular;20.0
1200;0;62;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.6032094;-46.7970639;Oeste;Popular;19.35
2350;465;46;3;2;1;1;0;0;1;0;Butantã;Aluguel;-23.5868686;-46.7659398;Oeste;Popular;51.09
2900;700;120;4;1;0;1;0;1;0;0;Butantã;Aluguel;-23.5684887;-46.7117439;Oeste;Popular;24.17
1500;370;58;3;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5868686;-46.7659398;Oeste;Popular;25.86
900;0;45;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.6021737;-46.7861674;Oeste;Popular;20.0
1400;600;72;3;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5751223;-46.7399033;Oeste;Popular;19.44
1200;621;56;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5658143;-46.7473709;Oeste;Popular;21.43
1400;470;50;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5688786;-46.7575205;Oeste;Popular;28.0
1500;495;63;2;2;1;2;0;0;1;0;Butantã;Aluguel;-23.5694891;-46.7471502;Oeste;Popular;23.81
3200;900;88;3;2;1;2;0;0;1;0;Butantã;Aluguel;-23.5805069;-46.7323488;Oeste;Popular;36.36
1200;455;98;3;2;0;1;0;0;0;0;Butantã;Aluguel;-23.6045621;-46.7478898;Oeste;Popular;12.24
1450;690;65;3;2;1;1;0;0;1;0;Butantã;Aluguel;-23.5864299;-46.7493904;Oeste;Popular;22.31
2700;600;68;3;2;1;2;0;1;1;0;Butantã;Aluguel;-23.5745498;-46.7333296;Oeste;Popular;39.71
2000;650;77;2;2;1;2;0;0;1;0;Butantã;Aluguel;-23.5845873;-46.7673843;Oeste;Popular;25.97
1350;628;75;3;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5831254;-46.7628127;Oeste;Popular;18.0
2200;600;88;3;2;1;2;0;0;1;0;Butantã;Aluguel;-23.5693927;-46.7494739;Oeste;Popular;25.0
2350;618;68;2;2;0;1;0;0;1;0;Butantã;Aluguel;-23.5557009;-46.7582671;Oeste;Popular;34.56
3500;866;136;3;2;1;3;0;1;1;0;Butantã;Aluguel;-23.584104;-46.777435;Oeste;Popular;25.74
1400;532;68;3;2;1;1;0;0;1;0;Butantã;Aluguel;-23.5933724;-46.7756636;Oeste;Popular;20.59
2000;550;63;3;2;1;1;0;0;0;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;31.75
1500;600;75;3;2;1;1;0;0;0;0;Butantã;Aluguel;-23.5898712;-46.7681038;Oeste;Popular;20.0
1600;530;58;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5879112;-46.7389004;Oeste;Popular;27.59
2400;760;74;3;2;1;2;1;0;1;0;Butantã;Aluguel;-23.5782523;-46.7450668;Oeste;Popular;32.43
1000;550;53;2;1;0;1;0;0;0;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;18.87
1400;764;70;3;1;0;2;0;0;1;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;20.0
1300;450;68;3;2;1;1;0;1;1;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;19.12
2100;760;68;3;2;1;2;1;0;0;0;Butantã;Aluguel;-23.5807027;-46.7373682;Oeste;Popular;30.88
3900;1530;135;3;3;2;3;0;0;0;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;28.89
1300;500;67;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5729738;-46.7794217;Oeste;Popular;19.4
1100;760;65;3;2;1;1;0;0;1;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;16.92
1200;450;47;2;1;0;1;0;0;1;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;25.53
1800;400;70;2;2;1;1;0;0;1;0;Butantã;Aluguel;-23.564531;-46.7514569;Oeste;Popular;25.71
2200;500;66;2;2;1;2;0;0;1;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;33.33
1100;446;58;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5633749;-46.7533176;Oeste;Popular;18.97
1600;834;70;3;2;1;1;0;0;1;0;Butantã;Aluguel;-23.5695488;-46.7455968;Oeste;Popular;22.86
1851;830;62;2;2;1;2;0;0;1;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;29.85
1500;190;50;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5819704;-46.7413404;Oeste;Popular;30.0
1700;350;60;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.6031276;-46.7997254;Oeste;Popular;28.33
2750;637;70;3;2;1;1;0;1;1;0;Butantã;Aluguel;-23.5687737;-46.7436708;Oeste;Popular;39.29
1100;692;54;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5703032;-46.7492023;Oeste;Popular;20.37
1800;900;104;3;2;1;2;0;0;0;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;17.31
1600;680;65;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5758663;-46.7071284;Oeste;Popular;24.62
6000;1560;186;3;4;3;3;0;0;1;0;Butantã;Aluguel;-23.5553804;-46.7377458;Oeste;Padrão;32.26
1030;370;65;2;1;0;1;0;1;0;0;Butantã;Aluguel;-23.5808075;-46.7733955;Oeste;Popular;15.85
1447;666;85;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5795869;-46.7643962;Oeste;Popular;17.02
1140;780;70;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5815957;-46.762687;Oeste;Popular;16.29
3500;900;136;4;2;1;2;0;0;1;0;Butantã;Aluguel;-23.584104;-46.777435;Oeste;Popular;25.74
1350;650;59;2;1;0;1;0;0;1;0;Butantã;Aluguel;-23.5838601;-46.764125;Oeste;Popular;22.88
1600;680;65;2;2;1;1;0;0;1;0;Butantã;Aluguel;-23.5760829;-46.7482271;Oeste;Popular;24.62
1300;450;55;2;1;0;1;0;0;0;0;Butantã;Aluguel;-23.5639659;-46.7532073;Oeste;Popular;23.64
2200;590;70;3;2;1;1;0;0;1;0;Butantã;Aluguel;0.0;0.0;Oeste;Popular;31.43
1000;450;52;2;1;0;2;0;0;0;0;Butantã;Aluguel;-23.5810183;-46.7735516;Oeste;Popular;19.23
1800;400;55;2;1;0;1;0;1;0;0;Butantã;Aluguel;-23.5713109;-46.7412135;Oeste;Popular;32.73
1200;490;60;2;1;0;1;0;0;0;0;Cachoeirinha;Aluguel;-23.4774669;-46.6593095;Norte;Popular;20.0
1300;430;60;3;1;0;1;0;0;1;0;Cachoeirinha;Aluguel;-23.4714594;-46.6665266;Norte;Popular;21.67
1100;350;50;2;1;0;1;0;0;1;0;Cachoeirinha;Aluguel;-23.4660953;-46.6583797;Norte;Popular;22.0
1500;500;60;2;1;0;1;1;0;1;0;Cachoeirinha;Aluguel;-23.4699186;-46.6671853;Norte;Popular;25.0
1200;490;60;2;1;0;1;0;0;0;0;Cachoeirinha;Aluguel;-23.4774669;-46.6593095;Norte;Popular;20.0
1300;605;65;3;1;0;1;0;0;0;0;Cachoeirinha;Aluguel;-23.4712466;-46.6546442;Norte;Popular;20.0
1370;610;59;3;2;1;1;0;1;0;0;Cachoeirinha;Aluguel;-23.4653378;-46.6344654;Norte;Popular;23.22
1100;350;50;2;1;0;1;0;0;1;0;Cachoeirinha;Aluguel;-23.4660953;-46.6583797;Norte;Popular;22.0
1300;350;50;2;1;0;1;0;0;1;0;Cachoeirinha;Aluguel;-23.4660953;-46.6583797;Norte;Popular;26.0
1400;400;52;2;1;0;1;0;0;1;0;Cachoeirinha;Aluguel;-23.472564;-46.6537159;Norte;Popular;26.92
1200;399;76;3;2;1;1;0;0;1;0;Cachoeirinha;Aluguel;-23.4660953;-46.6583797;Norte;Popular;15.79
1100;355;48;2;1;0;1;0;0;1;0;Cachoeirinha;Aluguel;-23.4699186;-46.6671853;Norte;Popular;22.92
1200;315;48;2;1;0;1;0;0;0;0;Cachoeirinha;Aluguel;-23.4761762;-46.6601237;Norte;Popular;25.0
1450;380;53;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.485484682;-46.6971888405;Norte;Popular;27.36
1400;480;55;2;1;0;1;0;1;0;0;Freguesia do Ó;Aluguel;-23.4985834;-46.6871158;Norte;Popular;25.45
1400;530;58;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4965862;-46.7050434;Norte;Popular;24.14
1300;510;56;2;1;0;2;0;0;1;0;Freguesia do Ó;Aluguel;-23.4890159;-46.7067235;Norte;Popular;23.21
1500;550;75;2;2;1;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.4837551;-46.7006343;Norte;Popular;20.0
1200;470;55;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.4856425;-46.6982521;Norte;Popular;21.82
1700;390;55;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4964593;-46.7060057;Norte;Popular;30.91
1300;480;50;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4847028;-46.6995776;Norte;Popular;26.0
1380;392;52;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4964593;-46.7060057;Norte;Popular;26.54
2200;520;81;2;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4838107;-46.6955398;Norte;Popular;27.16
1400;900;70;3;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4926208;-46.692769;Norte;Popular;20.0
1100;465;48;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.4856425;-46.6982521;Norte;Popular;22.92
1250;465;52;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.5006491;-46.6926136;Norte;Popular;24.04
1500;486;70;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.500744;-46.6961011;Norte;Popular;21.43
1300;300;53;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.5048596;-46.7007755;Norte;Popular;24.53
920;529;53;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.4833651;-46.7015648;Norte;Popular;17.36
1250;598;50;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.4984783;-46.700533;Norte;Popular;25.0
1300;513;60;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4890726;-46.6987506;Norte;Popular;21.67
1600;768;100;3;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.5021479;-46.700587;Norte;Popular;16.0
1950;370;70;3;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4977187;-46.7024557;Norte;Popular;27.86
1300;100;65;1;1;0;0;0;0;0;0;Freguesia do Ó;Aluguel;-23.4991122;-46.696217;Norte;Popular;20.0
1375;525;53;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4965525;-46.705762;Norte;Popular;25.94
1200;380;50;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4844078;-46.7030989;Norte;Popular;24.0
1600;768;96;3;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.5021479;-46.700587;Norte;Popular;16.67
2200;520;81;2;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4838107;-46.6955398;Norte;Popular;27.16
1100;578;50;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.4856425;-46.6982521;Norte;Popular;22.0
780;0;35;1;1;0;0;0;0;0;0;Freguesia do Ó;Aluguel;-26.9225709;-49.0606445;Norte;Popular;22.29
2500;368;78;3;2;1;1;0;1;1;0;Freguesia do Ó;Aluguel;-23.4926676;-46.6941298;Norte;Popular;32.05
2300;470;70;2;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4988253;-46.7052165;Norte;Popular;32.86
1100;413;49;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.5042761;-46.6975506;Norte;Popular;22.45
1300;500;48;2;1;0;1;0;1;1;0;Freguesia do Ó;Aluguel;-23.4847028;-46.6995776;Norte;Popular;27.08
1500;600;60;2;1;0;1;0;1;1;0;Freguesia do Ó;Aluguel;-23.4846345;-46.7016843;Norte;Popular;25.0
1200;500;50;2;1;0;1;0;0;1;0;Freguesia do Ó;Aluguel;0.0;0.0;Norte;Popular;24.0
2400;0;120;3;2;1;2;0;0;0;0;Freguesia do Ó;Aluguel;-23.4998033;-46.6910592;Norte;Popular;20.0
2200;457;81;2;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4838107;-46.6955398;Norte;Popular;27.16
1200;450;55;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.5006491;-46.6926136;Norte;Popular;21.82
2800;440;65;2;2;1;1;0;1;1;0;Freguesia do Ó;Aluguel;-23.4988253;-46.7052165;Norte;Popular;43.08
1200;583;75;3;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.5055724;-46.7091788;Norte;Popular;16.0
1350;450;54;2;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4831075;-46.7009238;Norte;Popular;25.0
1650;550;64;3;2;1;2;0;0;1;0;Freguesia do Ó;Aluguel;-23.4831075;-46.7009238;Norte;Popular;25.78
2600;1250;136;3;2;1;3;0;0;0;0;Freguesia do Ó;Aluguel;-23.4975441;-46.6958649;Norte;Popular;19.12
1500;600;60;2;2;1;1;0;1;1;0;Freguesia do Ó;Aluguel;-23.4846345;-46.7016843;Norte;Popular;25.0
1750;730;72;3;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.5013608;-46.6967145;Norte;Popular;24.31
2500;0;62;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.5010342;-46.6958057;Norte;Popular;40.32
2400;486;81;2;2;1;1;0;1;1;0;Freguesia do Ó;Aluguel;-23.4838107;-46.6955398;Norte;Popular;29.63
500;0;30;1;1;0;0;0;0;0;0;Freguesia do Ó;Aluguel;-23.4955527;-46.7134156;Norte;Popular;16.67
1400;759;84;3;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;0.0;0.0;Norte;Popular;16.67
2000;0;76;2;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.5021479;-46.700587;Norte;Popular;26.32
3780;1050;195;4;3;2;3;0;1;0;0;Freguesia do Ó;Aluguel;-23.4946753;-46.694597;Norte;Popular;19.38
1950;1060;130;3;2;1;2;0;1;0;0;Freguesia do Ó;Aluguel;-23.4904051;-46.694855;Norte;Popular;15.0
900;590;55;2;1;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.4734564;-46.7043791;Norte;Popular;16.36
1000;791;57;2;1;0;1;0;1;1;0;Freguesia do Ó;Aluguel;-23.4853853;-46.7032273;Norte;Popular;17.54
1400;410;65;2;2;1;1;0;0;1;0;Freguesia do Ó;Aluguel;-23.4988253;-46.7052165;Norte;Popular;21.54
2500;440;70;3;2;1;1;0;1;1;0;Freguesia do Ó;Aluguel;-23.4988253;-46.7052165;Norte;Popular;35.71
1080;603;80;3;2;0;1;0;0;0;0;Freguesia do Ó;Aluguel;-23.4985853;-46.6873122;Norte;Popular;13.5
2400;1100;100;3;3;1;3;0;0;1;0;Freguesia do Ó;Aluguel;-23.4905169;-46.6951917;Norte;Popular;24.0
2000;692;78;2;2;1;1;0;0;1;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;25.64
2000;471;58;3;2;1;1;0;0;0;0;Jaguaré;Aluguel;-23.5513811;-46.7471249;Oeste;Popular;34.48
1500;506;64;2;1;0;1;0;0;1;0;Jaguaré;Aluguel;-23.5572656;-46.7448214;Oeste;Popular;23.44
2100;700;78;3;2;1;2;0;0;1;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;26.92
1200;1200;60;2;2;1;1;0;0;1;0;Jaguaré;Aluguel;-23.550693;-46.7487305;Oeste;Popular;20.0
1500;462;60;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;-23.5593159;-46.7482448;Oeste;Popular;25.0
4200;650;82;3;3;2;2;0;0;1;0;Jaguaré;Aluguel;-23.5331268;-46.7570686;Oeste;Popular;51.22
1100;452;55;2;1;0;1;0;0;1;0;Jaguaré;Aluguel;0.0;0.0;Oeste;Popular;20.0
1750;550;55;2;1;0;1;0;1;1;0;Jaguaré;Aluguel;-23.5429161;-46.7439983;Oeste;Popular;31.82
4000;1400;200;3;4;3;3;0;0;1;0;Jaguaré;Aluguel;-23.5542815;-46.7484216;Oeste;Popular;20.0
1200;422;59;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;-23.5540506;-46.756404;Oeste;Popular;20.34
1600;800;65;2;2;1;1;0;1;1;0;Jaguaré;Aluguel;-23.5002428;-46.6276118;Oeste;Popular;24.62
1300;435;65;2;1;0;1;1;0;0;0;Jaguaré;Aluguel;-23.569893;-46.7601943;Oeste;Popular;20.0
1300;485;62;2;1;0;1;1;0;0;0;Jaguaré;Aluguel;0.0;0.0;Oeste;Popular;20.97
2300;750;77;3;2;1;2;0;0;1;0;Jaguaré;Aluguel;-23.5509127;-46.7437691;Oeste;Popular;29.87
1500;560;57;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;0.0;0.0;Oeste;Popular;26.32
2100;692;78;3;2;1;2;0;0;0;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;26.92
1300;440;60;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;-23.5529357;-46.7465951;Oeste;Popular;21.67
2100;350;53;2;1;0;1;0;0;1;0;Jaguaré;Aluguel;-23.5559136;-46.7479013;Oeste;Popular;39.62
1500;436;65;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;0.0;0.0;Oeste;Popular;23.08
6500;1550;98;3;2;1;3;0;1;1;0;Jaguaré;Aluguel;-23.5704939;-46.7625103;Oeste;Padrão;66.33
2450;780;78;2;2;1;2;1;0;0;0;Jaguaré;Aluguel;-23.5527541;-46.7432287;Oeste;Popular;31.41
1800;0;120;3;1;0;1;1;0;0;0;Jaguaré;Aluguel;-23.5535931;-46.7544165;Oeste;Popular;15.0
1700;430;68;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;-23.5513353;-46.7471554;Oeste;Popular;25.0
1800;0;120;3;1;0;1;1;0;0;0;Jaguaré;Aluguel;-23.5535931;-46.7544165;Oeste;Popular;15.0
2100;692;78;2;2;1;2;0;0;0;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;26.92
2000;0;55;2;1;0;1;0;1;0;0;Jaguaré;Aluguel;-23.5568317;-46.7449281;Oeste;Popular;36.36
1800;539;60;3;2;1;1;0;0;1;0;Jaguaré;Aluguel;-23.541949;-46.7527771;Oeste;Popular;30.0
1500;80;70;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;-23.5474684;-46.7465109;Oeste;Popular;21.43
3200;1;73;3;2;1;2;0;0;1;0;Jaguaré;Aluguel;-23.548678;-46.7465474;Oeste;Popular;43.84
1200;390;51;2;1;0;1;0;0;1;0;Jaguaré;Aluguel;-23.549229;-46.744902;Oeste;Popular;23.53
1800;475;53;2;1;0;2;0;0;1;0;Jaguaré;Aluguel;-23.5541688;-46.7527878;Oeste;Popular;33.96
1750;550;55;2;1;0;1;0;1;1;0;Jaguaré;Aluguel;-23.454984;-46.669451;Oeste;Popular;31.82
1800;520;60;3;2;1;1;0;0;1;0;Jaguaré;Aluguel;-23.541949;-46.7527771;Oeste;Popular;30.0
2100;597;78;3;2;1;2;0;0;1;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;26.92
2200;700;80;3;2;1;2;0;0;0;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;27.5
1500;436;55;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;-23.5593159;-46.7482448;Oeste;Popular;27.27
2200;520;78;3;2;1;1;0;0;1;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;28.21
2100;692;78;2;2;1;2;0;0;1;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;26.92
1900;700;94;3;2;1;1;0;0;1;0;Jaguaré;Aluguel;-23.5438342;-46.7551206;Oeste;Popular;20.21
1100;580;54;2;1;0;1;0;0;0;0;Jaguaré;Aluguel;-23.5445507;-46.7484719;Oeste;Popular;20.37
1400;501;70;3;1;0;1;0;0;0;0;Jaguaré;Aluguel;-23.5539732;-46.7551517;Oeste;Popular;20.0
1900;650;82;2;3;2;2;1;0;1;0;Jaguaré;Aluguel;-23.5331268;-46.7570686;Oeste;Popular;23.17
2450;550;78;3;2;1;2;0;0;1;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;31.41
5500;1300;186;3;4;3;3;0;0;1;0;Jaguaré;Aluguel;-23.569893;-46.7601943;Oeste;Padrão;29.57
2300;544;65;2;2;1;1;0;0;0;0;Jaguaré;Aluguel;-23.5521376;-46.7430944;Oeste;Popular;35.38
1600;367;51;2;1;0;2;0;0;1;0;Jaguaré;Aluguel;-23.549229;-46.744902;Oeste;Popular;31.37
1000;0;42;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4401977;-46.7289269;Norte;Popular;23.81
500;380;66;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4569807;-46.7304902;Norte;Popular;7.58
1400;300;48;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4437957;-46.7286564;Norte;Popular;29.17
750;300;42;2;1;0;0;0;0;0;0;Jaraguá;Aluguel;-23.435667;-46.7402311;Norte;Popular;17.86
1100;460;47;2;1;0;1;0;1;0;0;Jaraguá;Aluguel;-23.4855628;-46.7549948;Norte;Popular;23.4
1100;279;43;1;1;0;1;0;1;0;0;Jaraguá;Aluguel;-23.4557681;-46.7442837;Norte;Popular;25.58
1500;0;56;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4409031;-46.7495055;Norte;Popular;26.79
1000;310;46;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4400783;-46.7297182;Norte;Popular;21.74
1100;310;49;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4401977;-46.7289269;Norte;Popular;22.45
1000;281;43;2;1;0;1;1;0;0;0;Jaraguá;Aluguel;-23.4401185;-46.7294512;Norte;Popular;23.26
1050;297;47;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4401977;-46.7289269;Norte;Popular;22.34
1200;310;47;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4401977;-46.7289269;Norte;Popular;25.53
1100;250;47;2;1;0;1;0;0;0;0;Jaraguá;Aluguel;-23.4427346;-46.7279998;Norte;Popular;23.4
2800;750;70;2;2;1;2;1;0;0;0;Lapa;Aluguel;-23.5240118;-46.6916548;Oeste;Popular;40.0
2000;410;70;3;1;0;1;0;0;0;0;Lapa;Aluguel;0.0;0.0;Oeste;Popular;28.57
1700;105;65;2;1;0;0;0;0;0;0;Lapa;Aluguel;-23.5234661;-46.6868139;Oeste;Popular;26.15
5500;1750;155;3;2;1;2;0;0;1;0;Lapa;Aluguel;-23.4555549;-46.6699721;Oeste;Padrão;35.48
2000;1180;107;3;3;1;1;0;0;0;0;Lapa;Aluguel;-23.5247342;-46.6976854;Oeste;Popular;18.69
3700;900;94;2;2;1;2;0;0;1;0;Lapa;Aluguel;-23.524279;-46.7020459;Oeste;Popular;39.36
1700;100;52;2;1;0;0;0;0;0;0;Lapa;Aluguel;-23.5234661;-46.6868139;Oeste;Popular;32.69
2200;540;56;2;1;0;1;1;0;1;0;Lapa;Aluguel;0.0;0.0;Oeste;Popular;39.29
2500;500;65;2;2;1;2;0;1;1;0;Lapa;Aluguel;-23.5104001;-46.6933207;Oeste;Popular;38.46
3700;1380;107;3;2;1;2;0;0;1;0;Lapa;Aluguel;-23.5337276;-46.7148282;Oeste;Popular;34.58
4200;1000;101;3;2;1;2;0;0;1;0;Lapa;Aluguel;-23.526559;-46.6978394;Oeste;Popular;41.58
2000;440;62;2;2;1;1;0;1;1;0;Lapa;Aluguel;-23.5114114;-46.692829;Oeste;Popular;32.26
2200;1050;70;3;1;0;2;0;0;0;0;Lapa;Aluguel;-23.5287531;-46.7068103;Oeste;Popular;31.43
4200;880;101;3;2;1;2;0;0;1;0;Lapa;Aluguel;-23.5245645;-46.6980979;Oeste;Popular;41.58
3800;800;94;1;1;0;2;0;1;1;0;Lapa;Aluguel;0.0;0.0;Oeste;Popular;40.43
5000;1463;123;3;2;1;2;0;0;0;0;Lapa;Aluguel;-23.5262033;-46.7074432;Oeste;Popular;40.65
4000;1100;154;3;3;1;2;0;0;1;0;Lapa;Aluguel;-23.5381584167;-46.7177658081;Oeste;Popular;25.97
