Preço;Condomínio;Tamanho;Quartos;Banheiros;Suítes;Vagas;Elevador;Mobiliado;Piscina;Novo;Distrito;Negociação;Latitude;Longitude;Região;Classe;Preço_m2
1300;420;51;2;2;1;1;1;0;1;0;Campo Limpo;Aluguel;-23.64684;-46.758016;Sul;Popular;25.49
800;100;49;2;2;1;1;0;0;0;0;Campo Limpo;Aluguel;-23.671973;-46.78658;Sul;Popular;16.33
1100;560;60;3;2;1;1;1;0;0;0;Campo Limpo;Aluguel;-23.622841;-46.760805;Sul;Popular;18.33
2025;790;114;2;4;1;2;1;0;1;0;Campo Limpo;Aluguel;-23.641675;-46.755938;Sul;Popular;17.76
1750;340;47;2;2;1;1;1;0;1;0;Campo Limpo;Aluguel;-23.646195;-46.74693;Sul;Popular;37.23
1450;650;75;3;2;1;1;0;0;1;0;Campo Limpo;Aluguel;-23.64795;-46.761145;Sul;Popular;19.33
1000;329;45;2;2;1;1;0;0;0;0;Campo Limpo;Aluguel;-23.630726;-46.76061;Sul;Popular;22.22
1600;0;57;3;2;1;1;1;0;0;0;Campo Limpo;Aluguel;-23.627833;-46.767245;Sul;Popular;28.07
1400;615;74;3;2;1;1;0;0;1;0;Campo Limpo;Aluguel;-23.647823;-46.761809;Sul;Popular;18.92
1000;430;47;2;2;1;1;0;0;0;0;Campo Limpo;Aluguel;-23.641249;-46.770935;Sul;Popular;21.28
1100;560;60;3;2;1;1;1;0;0;0;Campo Limpo;Aluguel;-23.622841;-46.760805;Sul;Popular;18.33
1350;0;42;2;2;1;1;1;0;1;0;Campo Limpo;Aluguel;-23.627833;-46.767245;Sul;Popular;32.14
900;504;80;2;2;1;1;0;0;1;0;Campo Limpo;Aluguel;-23.653899;-46.76885;Sul;Popular;11.25
1000;350;45;2;2;1;1;0;0;0;0;Campo Limpo;Aluguel;-23.631222;-46.759492;Sul;Popular;22.22
925;325;46;2;2;1;1;1;0;0;0;Campo Limpo;Aluguel;-23.630121;-46.759568;Sul;Popular;20.11
1200;530;66;3;2;1;1;0;0;1;0;Campo Limpo;Aluguel;-23.648637;-46.754044;Sul;Popular;18.18
1100;600;62;2;2;1;1;1;0;1;0;Campo Limpo;Aluguel;-23.637436;-46.773016;Sul;Popular;17.74
1350;0;42;2;2;1;1;1;0;1;0;Campo Limpo;Aluguel;-23.627833;-46.767245;Sul;Popular;32.14
1342;558;75;3;2;1;1;0;0;1;0;Campo Limpo;Aluguel;-23.647966;-46.760799;Sul;Popular;17.89
900;320;39;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.674491;-46.759769;Sul;Popular;23.08
1250;199;48;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.67557;-46.758965;Sul;Popular;26.04
1500;500;64;3;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.664773;-46.767313;Sul;Popular;23.44
1100;400;38;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.673344;-46.75976;Sul;Popular;28.95
1200;0;90;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.664693;-46.770211;Sul;Popular;13.33
1400;0;38;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.672849;-46.760053;Sul;Popular;36.84
1260;199;48;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.67507;-46.75906;Sul;Popular;26.25
1200;0;47;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.672981;-46.759529;Sul;Popular;25.53
1290;230;46;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.675585;-46.758717;Sul;Popular;28.04
1200;0;50;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.662943;-46.781091;Sul;Popular;24.0
1100;400;39;2;2;1;1;1;1;0;0;Capão Redondo;Aluguel;-23.672849;-46.760053;Sul;Popular;28.21
1300;0;39;2;2;1;1;1;0;0;0;Capão Redondo;Aluguel;-23.672849;-46.760053;Sul;Popular;33.33
900;0;56;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.671851;-46.763654;Sul;Popular;16.07
1300;500;95;3;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.664773;-46.767313;Sul;Popular;13.68
1100;454;98;3;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.664773;-46.767313;Sul;Popular;11.22
1100;454;98;3;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.664815;-46.766592;Sul;Popular;11.22
1150;450;90;3;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.663324;-46.768939;Sul;Popular;12.78
1000;0;52;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.671929;-46.76426;Sul;Popular;19.23
700;300;42;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.671929;-46.76426;Sul;Popular;16.67
1200;230;50;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.671929;-46.76426;Sul;Popular;24.0
800;0;40;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.669072;-46.761611;Sul;Popular;20.0
1330;470;66;3;2;1;1;1;0;0;0;Capão Redondo;Aluguel;-23.66063;-46.768167;Sul;Popular;20.15
1200;570;60;3;2;1;1;1;0;1;0;Capão Redondo;Aluguel;-23.66063;-46.768167;Sul;Popular;20.0
1400;0;50;2;2;1;1;1;0;1;0;Capão Redondo;Aluguel;-23.661902;-46.76395;Sul;Popular;28.0
1450;0;50;2;2;1;1;1;0;1;0;Capão Redondo;Aluguel;-23.661902;-46.76395;Sul;Popular;29.0
1200;0;56;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.675819;-46.76499;Sul;Popular;21.43
1300;500;95;3;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.661174;-46.762963;Sul;Popular;13.68
1600;0;52;2;2;1;1;0;0;1;0;Capão Redondo;Aluguel;-23.659787;-46.763828;Sul;Popular;30.77
850;0;60;1;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.66422;-46.758298;Sul;Popular;14.17
2000;0;75;3;2;1;2;1;0;1;0;Capão Redondo;Aluguel;-23.657316;-46.763886;Sul;Popular;26.67
1045;305;48;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.654867;-46.766467;Sul;Popular;21.77
1400;0;60;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.667077;-46.784241;Sul;Popular;23.33
1100;561;55;2;2;1;1;1;0;1;0;Capão Redondo;Aluguel;-23.654283;-46.768406;Sul;Popular;20.0
1200;512;65;3;2;1;1;1;0;1;0;Capão Redondo;Aluguel;-23.655594;-46.762379;Sul;Popular;18.46
1450;1;48;2;2;1;1;0;0;0;0;Capão Redondo;Aluguel;-23.674152;-46.754348;Sul;Popular;30.21
1200;350;50;2;2;1;1;1;0;0;0;Capão Redondo;Aluguel;-23.674152;-46.754348;Sul;Popular;24.0
1100;0;70;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.670151;-46.644107;Sul;Popular;15.71
1000;800;61;2;2;1;2;1;0;1;0;Cidade Ademar;Aluguel;-23.677675;-46.670568;Sul;Popular;16.39
2300;1;63;3;2;1;1;1;0;0;0;Cidade Ademar;Aluguel;-23.666358;-46.676224;Sul;Popular;36.51
1600;0;70;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.664674;-46.665565;Sul;Popular;22.86
1500;529;50;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.664956;-46.665625;Sul;Popular;30.0
1300;400;50;2;2;1;1;1;0;0;0;Cidade Ademar;Aluguel;-23.669468;-46.670788;Sul;Popular;26.0
1500;732;74;3;2;1;1;1;0;1;0;Cidade Ademar;Aluguel;-23.665443;-46.659179;Sul;Popular;20.27
1300;450;65;3;2;1;1;1;0;0;0;Cidade Ademar;Aluguel;-23.678857;-46.670845;Sul;Popular;20.0
1500;800;91;3;1;2;2;1;0;1;0;Cidade Ademar;Aluguel;-23.658428;-46.670955;Sul;Popular;16.48
1740;732;74;3;2;1;1;1;0;1;0;Cidade Ademar;Aluguel;-23.665443;-46.659179;Sul;Popular;23.51
2500;729;61;2;2;1;2;1;0;1;0;Cidade Ademar;Aluguel;-23.652276;-46.671384;Sul;Popular;40.98
2500;729;61;2;2;1;2;1;0;1;0;Cidade Ademar;Aluguel;-23.652276;-46.671384;Sul;Popular;40.98
1100;560;62;2;2;1;1;1;0;0;0;Cidade Ademar;Aluguel;-23.675736;-46.670166;Sul;Popular;17.74
2000;1100;90;3;3;1;2;0;0;0;0;Cidade Ademar;Aluguel;-23.657439;-46.677532;Sul;Popular;22.22
1300;400;50;2;2;1;1;1;0;0;0;Cidade Ademar;Aluguel;-23.669468;-46.670788;Sul;Popular;26.0
1509;750;85;3;2;1;2;1;1;1;0;Cidade Ademar;Aluguel;-23.677463;-46.673197;Sul;Popular;17.75
1800;580;66;3;2;1;2;1;0;1;0;Cidade Ademar;Aluguel;-23.662295;-46.664347;Sul;Popular;27.27
950;341;45;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.673818;-46.656567;Sul;Popular;21.11
1500;300;48;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.670858;-46.656654;Sul;Popular;31.25
1000;400;50;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.662348;-46.674467;Sul;Popular;20.0
1700;700;67;3;2;1;2;1;1;1;0;Cidade Ademar;Aluguel;-23.662295;-46.664347;Sul;Popular;25.37
1100;600;56;2;2;1;1;1;0;0;0;Cidade Ademar;Aluguel;-23.669335;-46.662353;Sul;Popular;19.64
1910;650;66;3;2;1;2;0;0;1;0;Cidade Ademar;Aluguel;-23.662295;-46.664347;Sul;Popular;28.94
1850;510;66;3;2;1;2;1;1;1;0;Cidade Ademar;Aluguel;-23.662295;-46.664347;Sul;Popular;28.03
1200;600;60;3;2;1;1;1;1;0;0;Cidade Ademar;Aluguel;-23.662348;-46.674467;Sul;Popular;20.0
1150;0;45;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.668801;-46.656145;Sul;Popular;25.56
1300;600;70;3;2;1;1;1;0;1;0;Cidade Ademar;Aluguel;-23.667299;-46.67291;Sul;Popular;18.57
1700;0;65;3;2;1;1;1;0;1;0;Cidade Ademar;Aluguel;-23.674819;-46.66178;Sul;Popular;26.15
3750;700;94;2;3;1;2;1;0;1;0;Cidade Ademar;Aluguel;-23.660605;-46.692186;Sul;Popular;39.89
1500;350;48;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.687211;-46.668608;Sul;Popular;31.25
1200;386;50;1;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.666612;-46.675256;Sul;Popular;24.0
1150;400;50;2;2;1;1;0;0;0;0;Cidade Ademar;Aluguel;-23.662483;-46.677074;Sul;Popular;23.0
1320;380;50;2;2;1;1;1;0;1;0;Cidade Ademar;Aluguel;-23.665936;-46.675826;Sul;Popular;26.4
1600;556;62;3;2;1;1;1;0;1;0;Cidade Ademar;Aluguel;-23.665879;-46.675475;Sul;Popular;25.81
2000;594;69;3;2;1;1;0;0;1;0;Cidade Ademar;Aluguel;-23.665879;-46.675475;Sul;Popular;28.99
1500;560;68;3;2;1;1;1;0;1;0;Cidade Ademar;Aluguel;-23.667299;-46.67291;Sul;Popular;22.06
3000;1200;180;4;4;2;2;0;0;0;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;16.67
1500;0;55;3;2;1;1;1;0;0;0;Cidade Dutra;Aluguel;-23.741197;-46.705818;Sul;Popular;27.27
3400;1200;185;4;5;3;2;1;1;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;18.38
1300;485;55;2;2;1;1;0;0;1;0;Cidade Dutra;Aluguel;-23.701798;-46.688606;Sul;Popular;23.64
2650;0;65;3;2;1;1;0;0;0;0;Cidade Dutra;Aluguel;-23.701798;-46.688606;Sul;Popular;40.77
4800;0;185;4;5;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714427;-46.698854;Sul;Popular;25.95
4500;0;180;3;5;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;25.0
4500;1300;180;4;5;3;2;1;1;1;0;Cidade Dutra;Aluguel;-23.714189;-46.704325;Sul;Popular;25.0
1400;0;64;2;2;1;1;0;0;0;0;Cidade Dutra;Aluguel;-23.711691;-46.703879;Sul;Popular;21.88
3500;1410;185;4;1;3;2;0;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;18.92
4500;1200;185;4;5;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;24.32
4800;1300;185;3;4;3;2;0;0;0;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;25.95
4500;0;181;4;4;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714197;-46.702117;Sul;Popular;24.86
1450;0;60;2;2;1;1;0;0;0;0;Cidade Dutra;Aluguel;-23.711691;-46.703879;Sul;Popular;24.17
4000;1451;200;4;4;3;2;0;0;1;0;Cidade Dutra;Aluguel;-23.714215;-46.703946;Sul;Popular;20.0
1400;200;62;2;2;1;1;0;0;0;0;Cidade Dutra;Aluguel;-23.711992;-46.698909;Sul;Popular;22.58
2400;1200;180;4;6;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;13.33
3000;1520;180;3;5;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;16.67
1500;0;72;3;2;1;1;0;0;0;0;Cidade Dutra;Aluguel;-23.711691;-46.703879;Sul;Popular;20.83
1600;0;72;3;2;1;1;0;0;0;0;Cidade Dutra;Aluguel;-23.711691;-46.703879;Sul;Popular;22.22
3000;1076;180;4;1;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;16.67
4000;1451;200;4;4;3;2;0;0;0;0;Cidade Dutra;Aluguel;-23.714197;-46.702117;Sul;Popular;20.0
4000;800;200;5;1;4;2;0;0;1;0;Cidade Dutra;Aluguel;-23.714197;-46.702117;Sul;Popular;20.0
4800;1250;189;4;5;2;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;25.4
6500;2100;340;4;4;3;3;0;0;0;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Padrão;19.12
6000;1500;250;4;5;3;2;1;0;0;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Padrão;24.0
3000;1076;180;4;1;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;16.67
3500;1250;189;4;6;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;18.52
3400;1378;180;4;6;3;2;0;0;1;0;Cidade Dutra;Aluguel;-23.714221;-46.704675;Sul;Popular;18.89
4000;1200;180;3;2;3;2;1;0;1;0;Cidade Dutra;Aluguel;-23.714197;-46.702117;Sul;Popular;22.22
1800;500;75;3;2;1;1;1;0;1;0;Cursino;Aluguel;-23.619017;-46.602503;Sul;Popular;24.0
5000;2243;165;3;4;3;3;0;0;0;0;Cursino;Aluguel;-23.612404;-46.613888;Sul;Popular;30.3
6500;2263;250;4;5;4;4;0;0;1;0;Cursino;Aluguel;-23.624574;-46.620306;Sul;Padrão;26.0
3050;730;76;3;2;1;1;0;0;1;0;Cursino;Aluguel;-23.600378;-46.620595;Sul;Popular;40.13
4500;1550;168;3;2;1;2;1;0;0;0;Cursino;Aluguel;-23.625469;-46.625099;Sul;Popular;26.79
5000;1900;220;3;4;3;3;1;0;0;0;Cursino;Aluguel;-23.615111;-46.62168;Sul;Popular;22.73
12000;3000;390;4;5;4;4;0;0;1;0;Cursino;Aluguel;-23.617236;-46.623511;Sul;Padrão;30.77
1790;350;70;2;2;1;1;0;0;0;0;Cursino;Aluguel;-23.600896;-46.620521;Sul;Popular;25.57
1132;418;40;2;2;1;1;0;0;0;0;Cursino;Aluguel;-23.649793;-46.613679;Sul;Popular;28.3
2300;658;53;2;2;1;2;1;0;1;0;Cursino;Aluguel;-23.605497;-46.625622;Sul;Popular;43.4
1100;474;50;2;2;1;1;0;0;0;0;Cursino;Aluguel;-23.649793;-46.613679;Sul;Popular;22.0
3500;345;93;3;2;1;2;0;0;1;0;Cursino;Aluguel;-23.625643;-46.622733;Sul;Popular;37.63
3500;1007;93;3;2;1;2;1;0;1;0;Cursino;Aluguel;-23.625643;-46.622733;Sul;Popular;37.63
900;540;55;2;2;1;1;1;0;0;0;Cursino;Aluguel;-23.655224;-46.609017;Sul;Popular;16.36
1800;500;60;2;2;1;1;1;0;1;0;Cursino;Aluguel;-23.657315;-46.615174;Sul;Popular;30.0
800;315;40;1;2;1;1;0;0;0;0;Cursino;Aluguel;-23.626249;-46.619146;Sul;Popular;20.0
3400;840;94;3;2;1;3;0;0;1;0;Cursino;Aluguel;-23.630909;-46.617665;Sul;Popular;36.17
2300;836;94;3;2;1;3;0;0;1;0;Cursino;Aluguel;-23.630909;-46.617665;Sul;Popular;24.47
1450;450;62;3;2;1;1;0;0;0;0;Cursino;Aluguel;-23.653504;-46.603637;Sul;Popular;23.39
2000;0;56;2;2;1;1;1;0;0;0;Cursino;Aluguel;-23.625857;-46.617881;Sul;Popular;35.71
3500;1007;93;3;2;1;2;1;0;1;0;Cursino;Aluguel;-23.625643;-46.622733;Sul;Popular;37.63
1800;633;63;3;2;1;1;1;0;1;0;Cursino;Aluguel;-23.632667;-46.625136;Sul;Popular;28.57
2200;435;62;2;2;1;2;1;0;1;0;Cursino;Aluguel;-23.620855;-46.617002;Sul;Popular;35.48
1500;0;44;1;2;1;1;0;0;0;0;Cursino;Aluguel;-23.613069;-46.612274;Sul;Popular;34.09
1800;478;58;2;2;1;1;1;1;1;0;Cursino;Aluguel;-23.632667;-46.625136;Sul;Popular;31.03
1200;530;54;2;2;1;1;0;0;0;0;Cursino;Aluguel;-23.656797;-46.611725;Sul;Popular;22.22
1200;446;65;3;2;1;1;1;0;1;0;Cursino;Aluguel;-23.655419;-46.611721;Sul;Popular;18.46
1900;611;60;2;2;1;1;1;0;1;0;Cursino;Aluguel;-23.595288;-46.618496;Sul;Popular;31.67
2300;837;95;3;3;1;2;0;0;0;0;Cursino;Aluguel;-23.630909;-46.617665;Sul;Popular;24.21
1200;541;41;1;2;1;1;0;0;0;0;Cursino;Aluguel;-23.625837;-46.625493;Sul;Popular;29.27
1400;757;61;2;2;1;1;0;0;0;0;Cursino;Aluguel;-23.625837;-46.625493;Sul;Popular;22.95
1800;450;63;3;2;1;1;0;0;0;0;Cursino;Aluguel;-23.62679;-46.605088;Sul;Popular;28.57
1200;541;41;1;2;1;1;0;0;0;0;Cursino;Aluguel;-23.625837;-46.625493;Sul;Popular;29.27
1400;757;61;2;2;1;1;0;0;0;0;Cursino;Aluguel;-23.625837;-46.625493;Sul;Popular;22.95
1100;541;41;1;2;1;1;0;0;0;0;Cursino;Aluguel;-23.625837;-46.625493;Sul;Popular;26.83
1160;445;62;3;2;1;1;1;0;0;0;Cursino;Aluguel;-23.654921;-46.609438;Sul;Popular;18.71
1000;350;60;2;2;1;1;0;0;0;0;Grajaú;Aluguel;-23.741197;-46.705818;Sul;Popular;16.67
850;0;40;1;2;1;1;0;0;0;0;Grajaú;Aluguel;-23.755266;-46.676576;Sul;Popular;21.25
3300;1250;120;3;2;1;2;0;0;0;0;Ipiranga;Aluguel;-23.586441;-46.604808;Sul;Popular;27.5
2300;466;45;1;2;1;1;0;1;1;0;Ipiranga;Aluguel;-23.595977;-46.59887;Sul;Popular;51.11
15000;100;58;2;2;1;1;0;0;0;0;Ipiranga;Aluguel;-23.583564;-46.605759;Sul;Padrão;258.62
1700;625;83;2;2;1;1;0;0;1;0;Ipiranga;Aluguel;-23.588997;-46.607351;Sul;Popular;20.48
3000;0;84;3;2;1;2;0;0;1;0;Ipiranga;Aluguel;-23.598327;-46.597863;Sul;Popular;35.71
2400;1280;278;2;4;2;1;1;0;0;0;Ipiranga;Aluguel;-23.585928;-46.601723;Sul;Popular;8.63
2500;1150;103;3;3;1;2;0;0;0;0;Ipiranga;Aluguel;-23.579108;-46.605134;Sul;Popular;24.27
2400;1150;103;3;3;1;2;0;0;1;0;Ipiranga;Aluguel;-23.579108;-46.605134;Sul;Popular;23.3
1500;732;111;3;2;1;1;0;0;0;0;Ipiranga;Aluguel;-23.571822;-46.6113;Sul;Popular;13.51
8000;1600;213;3;4;3;3;1;1;1;0;Ipiranga;Aluguel;-23.592062;-46.607755;Sul;Padrão;37.56
2250;400;60;2;2;1;1;1;0;1;0;Ipiranga;Aluguel;-23.602474;-46.603837;Sul;Popular;37.5
2700;880;87;3;3;1;2;0;1;1;0;Ipiranga;Aluguel;-23.595151;-46.607411;Sul;Popular;31.03
2000;679;69;3;2;1;1;1;0;0;0;Ipiranga;Aluguel;-23.589574;-46.607153;Sul;Popular;28.99
3000;950;86;3;3;1;1;0;0;1;0;Ipiranga;Aluguel;-23.578895;-46.605969;Sul;Popular;34.88
1900;640;70;3;2;1;1;0;0;1;0;Ipiranga;Aluguel;-23.583593;-46.606474;Sul;Popular;27.14
2300;691;68;2;2;1;2;0;0;0;0;Ipiranga;Aluguel;-23.598074;-46.601547;Sul;Popular;33.82
2140;842;79;3;2;1;2;0;0;1;0;Ipiranga;Aluguel;-23.588636;-46.602674;Sul;Popular;27.09
1650;420;45;1;2;1;1;1;0;1;0;Ipiranga;Aluguel;-23.582999;-46.60476;Sul;Popular;36.67
2130;340;34;1;2;1;1;1;0;1;0;Ipiranga;Aluguel;-23.59586;-46.600888;Sul;Popular;62.65
2500;640;63;2;2;1;1;1;0;1;0;Ipiranga;Aluguel;-23.600034;-46.61364;Sul;Popular;39.68
8000;1650;213;3;4;3;3;1;1;1;0;Ipiranga;Aluguel;-23.592062;-46.607755;Sul;Padrão;37.56
1700;390;40;1;2;1;1;0;0;0;0;Ipiranga;Aluguel;-23.582999;-46.60476;Sul;Popular;42.5
1800;679;72;3;2;1;1;0;0;0;0;Ipiranga;Aluguel;-23.58534;-46.607916;Sul;Popular;25.0
4000;1600;140;3;4;3;2;1;0;1;0;Ipiranga;Aluguel;-23.592678;-46.601184;Sul;Popular;28.57
2450;1500;163;3;3;1;2;1;0;0;0;Ipiranga;Aluguel;-23.584409;-46.606068;Sul;Popular;15.03
5000;824;140;3;4;3;2;0;0;0;0;Ipiranga;Aluguel;-23.593298;-46.607357;Sul;Popular;35.71
6200;1800;170;4;5;3;3;1;0;1;0;Ipiranga;Aluguel;-23.591567;-46.607935;Sul;Padrão;36.47
4900;830;127;3;4;3;2;1;1;1;0;Ipiranga;Aluguel;-23.601569;-46.617087;Sul;Popular;38.58
1800;320;43;1;2;1;1;1;0;1;0;Ipiranga;Aluguel;-23.587592;-46.59976;Sul;Popular;41.86
4000;0;111;3;2;1;2;1;0;1;0;Ipiranga;Aluguel;-23.58378;-46.603139;Sul;Popular;36.04
5650;1000;142;3;5;3;2;1;1;1;0;Ipiranga;Aluguel;-23.577072;-46.604676;Sul;Padrão;39.79
1950;354;40;1;2;1;1;0;0;1;0;Ipiranga;Aluguel;-23.595977;-46.59887;Sul;Popular;48.75
2500;760;70;3;2;1;2;1;0;1;0;Ipiranga;Aluguel;-23.595936;-46.609814;Sul;Popular;35.71
1500;786;90;3;2;1;1;1;0;0;0;Ipiranga;Aluguel;-23.587955;-46.602848;Sul;Popular;16.67
900;190;50;1;2;1;1;0;0;0;0;Ipiranga;Aluguel;-23.602743;-46.608098;Sul;Popular;18.0
3000;783;80;2;2;1;1;1;0;0;0;Itaim Bibi;Aluguel;-23.585816;-46.682625;Oeste;Popular;37.5
3700;2744;125;3;4;1;2;0;1;0;0;Itaim Bibi;Aluguel;-23.582595;-46.673393;Oeste;Popular;29.6
7300;1145;124;3;3;1;2;1;1;0;0;Itaim Bibi;Aluguel;-23.580261;-46.672014;Oeste;Padrão;58.87
15000;3000;136;2;4;2;1;1;1;1;0;Itaim Bibi;Aluguel;-23.582014;-46.677831;Oeste;Padrão;110.29
2890;1010;107;3;2;1;1;0;0;0;0;Itaim Bibi;Aluguel;-23.581686;-46.673365;Oeste;Popular;27.01
2500;1100;40;1;2;1;1;0;0;1;0;Itaim Bibi;Aluguel;-23.58279;-46.676617;Oeste;Popular;62.5
29000;6300;288;3;4;2;6;1;0;1;0;Itaim Bibi;Aluguel;-23.581559;-46.677833;Oeste;Alto Padrão;100.69
5900;1460;62;1;2;1;2;1;1;1;0;Itaim Bibi;Aluguel;-23.588318;-46.679552;Oeste;Padrão;95.16
3500;1370;87;2;2;1;1;1;0;0;0;Itaim Bibi;Aluguel;-23.580517;-46.675906;Oeste;Popular;40.23
6500;808;90;2;2;1;1;0;1;0;0;Itaim Bibi;Aluguel;-23.583588;-46.681134;Oeste;Padrão;72.22
5100;2200;100;2;3;2;2;1;0;1;0;Itaim Bibi;Aluguel;-23.582355;-46.67736;Oeste;Padrão;51.0
18800;1700;188;3;5;3;3;1;0;1;0;Itaim Bibi;Aluguel;-23.58568;-46.674602;Oeste;Padrão;100.0
36000;5990;280;2;5;2;4;0;1;0;0;Itaim Bibi;Aluguel;-23.588647;-46.674242;Oeste;Alto Padrão;128.57
5800;1784;147;3;3;1;2;1;0;0;0;Itaim Bibi;Aluguel;-23.582336;-46.68138;Oeste;Padrão;39.46
8000;1950;187;3;4;2;1;1;0;0;0;Itaim Bibi;Aluguel;-23.581566;-46.674873;Oeste;Padrão;42.78
8000;3265;230;4;3;1;3;0;1;0;0;Itaim Bibi;Aluguel;-23.582219;-46.675202;Oeste;Padrão;34.78
7500;2600;211;4;3;1;1;1;0;1;0;Itaim Bibi;Aluguel;-23.578152;-46.67458;Oeste;Padrão;35.55
6300;1460;62;1;3;1;2;1;1;1;0;Itaim Bibi;Aluguel;-23.588294;-46.680764;Oeste;Padrão;101.61
6900;2100;47;1;2;1;1;1;1;1;0;Itaim Bibi;Aluguel;-23.596014;-46.68058;Oeste;Padrão;146.81
3600;750;36;1;2;1;1;0;1;1;0;Itaim Bibi;Aluguel;-23.570884;-46.692655;Oeste;Popular;100.0
3000;780;44;1;2;1;1;0;0;1;0;Itaim Bibi;Aluguel;-23.593291;-46.674105;Oeste;Popular;68.18
12000;2100;102;2;3;2;2;1;1;1;0;Itaim Bibi;Aluguel;-23.588684;-46.683285;Oeste;Padrão;117.65
10000;1600;122;3;3;1;2;1;0;1;0;Itaim Bibi;Aluguel;-23.58056;-46.673168;Oeste;Padrão;81.97
5000;1570;96;3;3;1;1;1;0;0;0;Itaim Bibi;Aluguel;-23.579226;-46.672822;Oeste;Popular;52.08
10000;2900;220;3;3;1;2;0;0;0;0;Itaim Bibi;Aluguel;-23.583817;-46.670338;Oeste;Padrão;45.45
20000;2300;131;2;3;2;2;1;0;0;0;Itaim Bibi;Aluguel;-23.583607;-46.676087;Oeste;Padrão;152.67
3000;430;50;1;2;1;1;1;0;1;0;Itaim Bibi;Aluguel;-23.617711;-46.694907;Oeste;Popular;60.0
4700;2100;134;3;3;1;1;0;0;0;0;Itaim Bibi;Aluguel;-23.582883;-46.677124;Oeste;Popular;35.07
9500;1500;80;2;2;1;2;1;1;1;0;Itaim Bibi;Aluguel;-23.590169;-46.680493;Oeste;Padrão;118.75
6800;1100;93;2;3;1;2;1;0;1;0;Itaim Bibi;Aluguel;-23.59323;-46.685277;Oeste;Padrão;73.12
9500;2000;215;2;4;1;2;1;0;1;0;Itaim Bibi;Aluguel;-23.581223;-46.671986;Oeste;Padrão;44.19
4150;1200;93;2;3;1;1;1;0;0;0;Itaim Bibi;Aluguel;-23.577887;-46.671819;Oeste;Popular;44.62
